Student_ID,Name,Age,City,Electronics,Programming,Database,Data Science,Mathematics,DSA
STU02747,Meera Ishaan,20,Mumbai,44,25,49,8,96,76
STU02748,Aarav Ishaan,21,Chennai,55,0,71,29,94,70
STU02749,Ishaan Ishaan,22,Bangalore,98,86,73,42,99,75
STU02750,Aarav Ishaan,19,Mumbai,21,52,18,53,6,93
STU02751,Kabir Meera,19,Bangalore,8,15,42,93,29,71
STU02752,Vikram Aarav,22,Hyderabad,94,65,46,16,99,3
STU02753,Riya Ishaan,19,Chennai,43,95,41,50,9,18
STU02754,Aarav Aarav,21,Chennai,20,29,42,86,8,45
STU02755,Aarav Ananya,21,Mumbai,58,6,38,35,89,37
STU02756,Neha Neha,18,Hyderabad,9,80,84,23,31,29
STU02757,Neha Riya,22,Hyderabad,14,96,65,12,93,91
STU02758,Kabir Aarav,18,Mumbai,21,63,28,65,16,82
STU02759,Ananya Ishaan,18,Bangalore,75,85,21,88,98,33
STU02760,Ishaan Ishaan,20,Hyderabad,2,11,70,16,84,16
STU02761,Vikram Ananya,18,Hyderabad,85,88,9,67,67,44
STU02762,Neha Meera,22,Delhi,3,40,36,83,54,1
STU02763,Aarav Vikram,20,Kolkata,96,2,64,70,73,54
STU02764,Neha Ishaan,20,Kolkata,90,72,21,81,92,18
STU02765,Ishaan Aarav,19,Kolkata,92,60,75,44,77,73
STU02766,Ananya Aarav,22,Chennai,66,72,72,19,74,83
STU02767,Ishaan Kabir,18,Mumbai,17,4,33,66,91,59
STU02768,Meera Meera,18,Mumbai,98,19,39,26,34,18
STU02769,Ananya Vikram,19,Chennai,66,26,50,14,87,93
STU02770,Ananya Ananya,18,Mumbai,36,63,26,78,83,19
STU02771,Kabir Ananya,18,Delhi,23,47,5,31,45,76
STU02772,Aarav Kabir,20,Mumbai,86,23,65,58,56,68
STU02773,Vikram Riya,20,Delhi,79,26,91,100,28,27
STU02774,Meera Riya,22,Mumbai,66,88,60,2,44,78
STU02775,Riya Meera,20,Delhi,40,43,73,99,46,17
STU02776,Aarav Aarav,18,Mumbai,11,62,26,31,78,63
STU02777,Neha Ishaan,18,Mumbai,42,71,24,55,36,95
STU02778,Neha Ishaan,22,Kolkata,60,74,26,82,13,74
STU02779,Ishaan Riya,20,Chennai,98,37,19,56,90,38
STU02780,Meera Neha,22,Bangalore,53,100,73,58,7,92
STU02781,Aarav Kabir,22,Bangalore,38,45,16,63,29,23
STU02782,Ishaan Neha,21,Bangalore,23,12,68,71,94,82
STU02783,Kabir Aarav,20,Hyderabad,53,64,18,68,33,78
STU02784,Vikram Vikram,21,Delhi,25,38,26,7,50,98
STU02785,Neha Neha,21,Bangalore,81,63,98,24,15,79
STU02786,Kabir Ananya,22,Bangalore,56,36,39,86,24,83
STU02787,Neha Neha,20,Bangalore,49,60,59,30,42,45
STU02788,Vikram Kabir,22,Kolkata,39,66,76,16,40,95
STU02789,Riya Vikram,21,Kolkata,20,6,65,99,36,27
STU02790,Meera Neha,21,Delhi,2,30,93,60,78,40
STU02791,Ananya Neha,21,Kolkata,61,88,77,89,98,3
STU02792,Aarav Riya,21,Mumbai,29,47,87,2,59,90
STU02793,Riya Aarav,18,Chennai,3,81,22,30,25,2
STU02794,Ishaan Riya,22,Mumbai,35,39,91,80,26,29
STU02795,Neha Ananya,21,Delhi,48,96,68,2,59,50
STU02796,Riya Riya,22,Delhi,91,68,0,32,21,87
STU02797,Vikram Aarav,18,Chennai,28,89,48,35,83,100
STU02798,Riya Vikram,21,Kolkata,59,22,78,20,83,58
STU02799,Neha Ananya,20,Bangalore,84,69,2,15,90,91
STU02800,Aarav Riya,19,Bangalore,3,69,70,84,51,31
STU02801,Meera Ananya,18,Kolkata,38,10,62,84,66,68
STU02802,Meera Ishaan,18,Delhi,5,21,13,26,44,54
STU02803,Aarav Aarav,22,Bangalore,31,37,56,7,91,88
STU02804,Kabir Meera,18,Kolkata,20,54,48,69,5,24
STU02805,Aarav Aarav,22,Delhi,61,100,81,0,39,75
STU02806,Ananya Ishaan,21,Hyderabad,56,99,58,25,45,98
STU02807,Ananya Aarav,18,Chennai,59,85,39,0,62,89
STU02808,Kabir Ananya,22,Bangalore,90,94,58,79,96,41
STU02809,Ananya Meera,18,Bangalore,50,67,28,73,97,90
STU02810,Riya Riya,20,Hyderabad,6,16,6,0,96,10
STU02811,Neha Kabir,22,Bangalore,80,9,42,50,2,86
STU02812,Kabir Ishaan,19,Hyderabad,17,22,95,73,58,79
STU02813,Kabir Riya,19,Kolkata,56,89,72,92,95,64
STU02814,Aarav Meera,18,Kolkata,88,19,5,19,23,69
STU02815,Vikram Neha,22,Chennai,98,54,94,20,15,88
STU02816,Riya Kabir,22,Hyderabad,25,14,3,73,59,83
STU02817,Kabir Aarav,20,Hyderabad,34,13,88,27,7,69
STU02818,Neha Ishaan,22,Chennai,49,78,46,2,81,45
STU02819,Ishaan Vikram,22,Bangalore,22,94,24,12,84,90
STU02820,Vikram Kabir,20,Mumbai,1,53,29,60,17,33
STU02821,Aarav Vikram,20,Mumbai,88,55,85,70,7,47
STU02822,Meera Neha,21,Delhi,73,24,61,54,19,1
STU02823,Ishaan Ananya,21,Bangalore,50,21,34,87,57,5
STU02824,Ishaan Kabir,22,Chennai,41,66,22,12,7,39
STU02825,Ishaan Vikram,22,Kolkata,90,40,93,82,49,58
STU02826,Aarav Riya,19,Hyderabad,82,65,42,56,43,27
STU02827,Kabir Meera,22,Mumbai,24,36,61,62,51,31
STU02828,Aarav Vikram,19,Mumbai,17,90,4,9,42,56
STU02829,Kabir Ananya,21,Hyderabad,100,84,45,88,50,77
STU02830,Kabir Ishaan,18,Mumbai,34,31,17,18,63,53
STU02831,Ananya Meera,18,Chennai,14,66,68,72,54,32
STU02832,Ananya Aarav,22,Bangalore,50,46,1,0,22,76
STU02833,Riya Riya,21,Mumbai,40,90,71,49,51,92
STU02834,Riya Aarav,18,Kolkata,31,7,98,28,11,78
STU02835,Vikram Aarav,19,Bangalore,57,64,13,34,40,57
STU02836,Aarav Neha,18,Bangalore,55,53,22,77,96,15
STU02837,Neha Ananya,21,Mumbai,91,39,10,40,66,59
STU02838,Vikram Ishaan,21,Hyderabad,94,59,86,3,87,20
STU02839,Vikram Vikram,20,Delhi,3,52,75,12,97,98
STU02840,Riya Ananya,19,Chennai,45,21,74,41,93,7
STU02841,Aarav Kabir,19,Mumbai,83,64,5,70,69,30
STU02842,Kabir Ananya,22,Mumbai,94,98,88,31,0,1
STU02843,Neha Ishaan,22,Hyderabad,71,9,89,54,93,3
STU02844,Meera Neha,18,Delhi,61,98,79,39,54,42
STU02845,Ananya Ananya,18,Chennai,15,13,98,98,32,65
STU02846,Ishaan Kabir,18,Chennai,52,64,25,81,2,9
STU02847,Ananya Ananya,21,Bangalore,22,80,58,26,99,48
STU02848,Aarav Ishaan,20,Hyderabad,75,1,24,0,90,20
STU02849,Meera Kabir,18,Kolkata,75,60,46,46,32,73
STU02850,Kabir Ishaan,21,Hyderabad,12,33,12,99,53,69
STU02851,Aarav Vikram,19,Mumbai,38,56,4,59,11,26
STU02852,Aarav Ishaan,22,Kolkata,25,43,67,82,79,32
STU02853,Ishaan Meera,21,Hyderabad,100,27,59,55,79,18
STU02854,Neha Meera,19,Delhi,68,59,71,80,61,41
STU02855,Neha Meera,18,Chennai,66,96,31,2,35,84
STU02856,Vikram Ishaan,20,Chennai,56,100,25,81,17,66
STU02857,Ananya Riya,18,Kolkata,32,90,38,62,79,43
STU02858,Vikram Ananya,18,Delhi,50,90,64,29,85,12
STU02859,Riya Riya,20,Kolkata,29,21,28,26,84,71
STU02860,Kabir Neha,18,Bangalore,15,64,0,50,25,66
STU02861,Neha Ishaan,20,Chennai,15,37,69,55,46,98
STU02862,Aarav Ishaan,21,Delhi,66,21,72,5,95,65
STU02863,Neha Kabir,20,Kolkata,46,81,96,13,72,3
STU02864,Ananya Vikram,20,Delhi,57,69,22,81,98,34
STU02865,Vikram Ishaan,18,Kolkata,53,98,74,83,60,73
STU02866,Meera Neha,18,Hyderabad,12,21,38,0,32,28
STU02867,Neha Ishaan,21,Chennai,20,77,95,54,58,76
STU02868,Ishaan Ishaan,18,Chennai,74,42,8,54,85,6
STU02869,Riya Riya,20,Delhi,44,10,98,39,64,13
STU02870,Ananya Ananya,21,Hyderabad,75,4,71,59,37,87
STU02871,Neha Ananya,18,Kolkata,10,0,13,7,13,78
STU02872,Neha Riya,19,Mumbai,61,28,26,44,33,74
STU02873,Riya Meera,19,Bangalore,40,40,22,25,50,82
STU02874,Riya Ishaan,18,Kolkata,21,26,91,45,57,50
STU02875,Meera Aarav,19,Delhi,83,0,2,86,87,25
STU02876,Ishaan Ishaan,22,Mumbai,44,82,90,39,33,61
STU02877,Riya Kabir,21,Chennai,20,70,48,21,23,58
STU02878,Ishaan Kabir,20,Bangalore,72,63,30,84,68,99
STU02879,Aarav Meera,20,Delhi,97,43,46,63,35,79
STU02880,Ishaan Meera,18,Kolkata,86,56,7,9,1,42
STU02881,Kabir Ananya,18,Bangalore,18,62,57,14,69,4
STU02882,Ananya Neha,19,Bangalore,64,52,9,61,6,28
STU02883,Ananya Ananya,20,Delhi,76,95,35,76,4,85
STU02884,Riya Riya,21,Bangalore,18,61,63,28,12,5
STU02885,Kabir Neha,22,Bangalore,19,47,15,21,98,21
STU02886,Riya Aarav,18,Hyderabad,39,9,63,49,8,4
STU02887,Ishaan Ishaan,20,Kolkata,83,48,38,62,70,56
STU02888,Vikram Meera,21,Chennai,18,57,96,75,36,99
STU02889,Vikram Riya,22,Hyderabad,86,75,14,12,36,89
STU02890,Neha Kabir,22,Kolkata,70,18,38,17,76,60
STU02891,Vikram Vikram,19,Chennai,62,8,59,76,92,94
STU02892,Kabir Meera,20,Bangalore,37,45,43,36,25,0
STU02893,Aarav Neha,20,Hyderabad,0,5,62,7,95,94
STU02894,Meera Riya,19,Delhi,57,62,24,81,46,46
STU02895,Ananya Meera,19,Kolkata,70,22,91,52,74,98
STU02896,Ananya Kabir,20,Delhi,61,29,50,4,24,96
STU02897,Neha Neha,20,Bangalore,49,11,27,39,60,50
STU02898,Vikram Aarav,19,Hyderabad,29,28,51,81,9,54
STU02899,Ishaan Kabir,19,Delhi,75,64,80,20,3,42
STU02900,Ishaan Riya,22,Delhi,62,35,60,87,18,61
STU02901,Neha Kabir,21,Hyderabad,91,46,76,8,39,61
STU02902,Riya Neha,18,Mumbai,97,49,11,98,57,82
STU02903,Ananya Meera,19,Delhi,50,67,69,57,60,4
STU02904,Meera Aarav,21,Bangalore,53,55,22,39,58,94
STU02905,Meera Neha,18,Delhi,59,58,22,54,23,31
STU02906,Neha Neha,22,Bangalore,4,52,47,92,87,90
STU02907,Ishaan Ishaan,18,Chennai,75,24,23,44,21,35
STU02908,Ishaan Riya,22,Delhi,92,95,83,38,99,73
STU02909,Ananya Ishaan,22,Kolkata,90,69,78,12,24,25
STU02910,Ananya Ananya,22,Mumbai,20,21,59,2,77,76
STU02911,Aarav Aarav,20,Mumbai,15,81,86,59,96,58
STU02912,Meera Kabir,20,Bangalore,75,35,57,11,85,12
STU02913,Ananya Ishaan,22,Chennai,3,77,86,84,35,51
STU02914,Aarav Kabir,19,Bangalore,10,2,72,73,55,10
STU02915,Neha Ishaan,22,Kolkata,33,65,13,68,36,77
STU02916,Vikram Riya,19,Hyderabad,24,40,52,81,36,9
STU02917,Vikram Riya,21,Mumbai,4,2,66,86,4,77
STU02918,Ananya Kabir,19,Delhi,2,88,26,96,61,27
STU02919,Kabir Neha,20,Hyderabad,11,6,42,56,17,52
STU02920,Riya Aarav,19,Delhi,27,71,69,74,55,52
STU02921,Riya Neha,20,Mumbai,45,89,62,29,64,48
STU02922,Neha Riya,18,Bangalore,71,2,12,55,87,43
STU02923,Ishaan Ananya,20,Mumbai,31,90,31,11,85,13
STU02924,Vikram Aarav,19,Chennai,45,96,96,41,39,40
STU02925,Neha Riya,21,Mumbai,64,49,47,15,53,75
STU02926,Vikram Neha,21,Bangalore,61,61,1,53,99,61
STU02927,Ishaan Aarav,18,Mumbai,67,76,70,23,32,25
STU02928,Aarav Neha,18,Mumbai,79,74,66,24,79,40
STU02929,Ananya Neha,20,Kolkata,19,70,75,34,49,23
STU02930,Riya Kabir,22,Delhi,10,64,32,83,21,83
STU02931,Ishaan Meera,19,Delhi,64,7,72,10,97,35
STU02932,Ishaan Riya,19,Hyderabad,78,69,84,4,44,100
STU02933,Meera Ananya,18,Delhi,44,64,77,28,60,75
STU02934,Ishaan Ishaan,22,Chennai,35,71,46,37,17,14
STU02935,Riya Vikram,19,Kolkata,17,91,4,54,65,62
STU02936,Ananya Kabir,21,Chennai,33,13,52,90,30,26
STU02937,Riya Ananya,22,Hyderabad,35,79,2,97,16,100
STU02938,Aarav Vikram,20,Delhi,23,55,75,6,89,48
STU02939,Meera Vikram,22,Chennai,46,46,99,36,74,57
STU02940,Neha Ananya,19,Kolkata,33,62,58,99,77,99
STU02941,Neha Riya,22,Chennai,92,24,41,61,93,88
STU02942,Vikram Riya,22,Delhi,74,50,76,42,42,42
STU02943,Meera Vikram,21,Kolkata,3,78,20,60,25,13
STU02944,Neha Riya,20,Kolkata,84,82,51,69,77,95
STU02945,Kabir Neha,22,Mumbai,21,91,18,22,73,82
STU02946,Ananya Aarav,21,Bangalore,97,97,78,48,10,4
STU02947,Ananya Vikram,22,Bangalore,49,72,94,14,75,74
STU02948,Riya Ishaan,18,Delhi,13,61,26,21,67,59
STU02949,Riya Ishaan,18,Mumbai,80,87,39,74,49,53
STU02950,Meera Kabir,21,Kolkata,31,64,77,35,68,46
STU02951,Aarav Ishaan,18,Kolkata,97,86,13,47,98,93
STU02952,Kabir Vikram,18,Kolkata,18,91,69,65,99,97
STU02953,Vikram Neha,20,Hyderabad,73,42,16,38,60,66
STU02954,Meera Meera,22,Delhi,7,96,31,3,24,65
STU02955,Ananya Ananya,19,Mumbai,80,22,54,89,10,32
STU02956,Riya Kabir,21,Chennai,68,47,53,11,26,36
STU02957,Vikram Ishaan,21,Bangalore,66,16,83,74,62,8
STU02958,Kabir Vikram,19,Kolkata,9,16,97,34,68,65
STU02959,Neha Ishaan,22,Mumbai,31,17,67,12,42,26
STU02960,Neha Kabir,21,Bangalore,21,29,93,0,70,78
STU02961,Riya Riya,21,Kolkata,93,47,57,98,29,16
STU02962,Neha Aarav,19,Mumbai,7,23,73,91,28,88
STU02963,Aarav Neha,21,Delhi,22,36,29,41,91,82
STU02964,Ishaan Vikram,20,Chennai,89,67,7,13,16,71
STU02965,Vikram Aarav,20,Bangalore,23,1,51,26,10,70
STU02966,Kabir Neha,19,Hyderabad,7,41,38,65,4,46
STU02967,Aarav Ishaan,20,Kolkata,8,51,56,88,48,7
STU02968,Vikram Vikram,20,Hyderabad,87,52,82,29,68,3
STU02969,Riya Neha,22,Mumbai,84,48,64,66,33,21
STU02970,Aarav Ananya,20,Chennai,6,44,37,35,46,26
STU02971,Neha Meera,21,Chennai,93,33,20,59,14,84
STU02972,Kabir Neha,20,Chennai,56,10,30,31,70,32
STU02973,Riya Kabir,20,Hyderabad,95,11,47,99,27,62
STU02974,Meera Vikram,20,Delhi,87,71,33,63,43,39
STU02975,Meera Meera,22,Mumbai,41,73,24,29,78,77
STU02976,Meera Ishaan,22,Chennai,44,64,30,49,57,44
STU02977,Riya Ishaan,19,Hyderabad,98,41,0,23,93,7
STU02978,Kabir Aarav,18,Bangalore,0,64,80,8,35,71
STU02979,Neha Ananya,20,Chennai,21,51,7,31,3,36
STU02980,Kabir Vikram,20,Chennai,65,17,21,69,31,84
STU02981,Riya Vikram,18,Hyderabad,39,46,4,37,66,92
STU02982,Meera Vikram,22,Chennai,6,13,75,12,47,30
STU02983,Neha Riya,18,Mumbai,21,55,77,16,15,73
STU02984,Meera Ishaan,19,Delhi,40,65,96,35,24,66
STU02985,Ishaan Vikram,20,Kolkata,64,68,80,11,85,49
STU02986,Aarav Vikram,19,Kolkata,39,92,86,78,48,35
STU02987,Riya Kabir,19,Bangalore,15,93,96,90,32,84
STU02988,Ananya Vikram,21,Kolkata,31,4,35,59,87,8
STU02989,Meera Kabir,20,Mumbai,0,46,24,67,85,30
STU02990,Ananya Ishaan,22,Kolkata,95,59,51,39,14,80
STU02991,Meera Aarav,18,Mumbai,86,80,54,43,85,37
STU02992,Ananya Meera,19,Hyderabad,4,55,29,93,43,90
STU02993,Neha Kabir,21,Chennai,53,10,19,21,48,60
STU02994,Neha Neha,20,Mumbai,67,86,56,70,55,57
STU02995,Meera Aarav,22,Bangalore,35,4,79,64,71,53
STU02996,Riya Meera,20,Chennai,87,48,13,69,30,38
STU02997,Kabir Kabir,21,Mumbai,56,36,60,90,74,9
STU02998,Vikram Kabir,18,Chennai,43,85,86,19,25,98
STU02999,Vikram Vikram,21,Bangalore,30,1,87,87,15,25
STU03000,Ananya Aarav,22,Chennai,39,55,21,58,58,86
STU03001,Meera Riya,20,Hyderabad,65,74,53,28,77,39
STU03002,Kabir Neha,21,Kolkata,31,26,19,57,29,2
STU03003,Ananya Aarav,19,Hyderabad,96,90,8,64,54,61
STU03004,Meera Neha,21,Bangalore,60,87,66,28,38,77
STU03005,Ishaan Ananya,21,Hyderabad,35,41,57,39,100,69
STU03006,Ananya Meera,19,Mumbai,28,100,68,55,58,94
STU03007,Meera Neha,21,Bangalore,89,90,54,5,45,62
STU03008,Meera Meera,22,Hyderabad,30,10,3,8,65,69
STU03009,Vikram Aarav,22,Hyderabad,80,57,89,90,23,48
STU03010,Vikram Kabir,21,Hyderabad,95,99,32,38,38,73
STU03011,Kabir Riya,21,Kolkata,2,99,10,69,41,55
STU03012,Neha Vikram,20,Kolkata,84,29,36,70,13,30
STU03013,Aarav Riya,20,Hyderabad,13,94,96,95,67,87
STU03014,Vikram Ishaan,22,Bangalore,50,85,77,58,68,82
STU03015,Neha Ananya,20,Kolkata,13,54,12,24,30,53
STU03016,Neha Aarav,19,Delhi,16,64,77,100,63,25
STU03017,Aarav Meera,18,Hyderabad,22,33,69,89,81,20
STU03018,Neha Ananya,18,Mumbai,60,65,73,81,59,79
STU03019,Riya Ishaan,22,Bangalore,100,22,23,49,58,7
STU03020,Neha Ananya,18,Kolkata,95,57,36,19,21,8
STU03021,Ishaan Kabir,22,Mumbai,69,99,82,83,8,48
STU03022,Ananya Vikram,21,Delhi,13,79,8,20,41,82
STU03023,Kabir Vikram,19,Kolkata,6,27,99,76,76,86
STU03024,Neha Riya,22,Delhi,26,70,87,95,35,51
STU03025,Meera Neha,19,Kolkata,70,90,19,76,21,97
STU03026,Ishaan Meera,21,Kolkata,11,8,43,27,55,42
STU03027,Vikram Ananya,18,Mumbai,18,9,5,37,54,3
STU03028,Ananya Vikram,19,Kolkata,55,26,73,95,68,6
STU03029,Neha Neha,22,Delhi,89,69,55,54,62,52
STU03030,Kabir Ananya,19,Kolkata,59,10,96,17,95,79
STU03031,Neha Meera,22,Bangalore,88,17,36,65,71,57
STU03032,Riya Neha,19,Bangalore,8,64,83,87,10,83
STU03033,Kabir Kabir,20,Delhi,94,98,18,27,65,48
STU03034,Ananya Aarav,19,Delhi,2,72,38,4,11,17
STU03035,Kabir Aarav,20,Hyderabad,71,95,4,43,97,41
STU03036,Kabir Riya,22,Kolkata,30,37,43,41,32,94
STU03037,Aarav Meera,19,Hyderabad,83,40,5,38,4,68
STU03038,Ishaan Ishaan,22,Mumbai,68,67,60,58,76,61
STU03039,Riya Aarav,18,Hyderabad,5,84,45,25,63,97
STU03040,Ananya Neha,18,Kolkata,61,65,39,78,31,78
STU03041,Neha Meera,18,Bangalore,49,81,55,26,14,85
STU03042,Ishaan Ananya,21,Chennai,98,92,48,43,60,44
STU03043,Ishaan Meera,22,Hyderabad,53,68,27,5,71,94
STU03044,Riya Vikram,18,Delhi,77,61,41,50,73,36
STU03045,Aarav Riya,18,Chennai,12,53,55,83,8,19
STU03046,Vikram Riya,22,Chennai,79,93,18,59,67,62
STU03047,Ananya Ishaan,21,Chennai,2,93,40,26,66,59
STU03048,Neha Aarav,19,Chennai,91,24,41,5,84,54
STU03049,Kabir Ishaan,21,Bangalore,25,23,19,36,41,31
STU03050,Neha Ishaan,19,Bangalore,20,96,11,56,67,29
STU03051,Meera Meera,20,Delhi,55,18,11,39,13,35
STU03052,Aarav Ananya,18,Bangalore,53,30,96,0,69,9
STU03053,Riya Riya,18,Hyderabad,77,47,43,91,6,59
STU03054,Ananya Ishaan,19,Hyderabad,38,74,81,46,39,76
STU03055,Meera Neha,19,Hyderabad,44,100,80,55,25,0
STU03056,Riya Riya,18,Bangalore,68,90,18,92,76,97
STU03057,Aarav Neha,21,Delhi,35,72,0,65,35,61
STU03058,Ananya Ishaan,18,Delhi,26,72,64,34,50,99
STU03059,Neha Ishaan,20,Delhi,15,43,7,11,25,90
STU03060,Kabir Ananya,21,Chennai,2,96,68,82,75,2
STU03061,Kabir Aarav,20,Mumbai,18,15,20,55,60,13
STU03062,Ananya Meera,20,Bangalore,97,60,94,86,37,12
STU03063,Ananya Vikram,22,Chennai,72,25,34,29,5,29
STU03064,Neha Aarav,21,Mumbai,36,75,33,81,60,49
STU03065,Aarav Meera,20,Mumbai,10,10,69,62,60,78
STU03066,Ishaan Aarav,21,Mumbai,67,73,17,57,67,49
STU03067,Aarav Riya,20,Mumbai,71,42,65,89,54,26
STU03068,Kabir Vikram,20,Mumbai,76,16,50,0,62,64
STU03069,Ananya Ananya,21,Bangalore,49,81,31,31,34,30
STU03070,Riya Vikram,20,Bangalore,12,15,47,85,20,7
STU03071,Aarav Vikram,21,Bangalore,38,31,66,10,59,37
STU03072,Ishaan Neha,20,Bangalore,1,18,12,46,41,44
STU03073,Neha Aarav,22,Hyderabad,57,75,35,88,24,11
STU03074,Aarav Aarav,21,Bangalore,25,27,26,12,0,81
STU03075,Ishaan Aarav,22,Hyderabad,24,52,68,91,22,64
STU03076,Ishaan Ananya,21,Hyderabad,41,50,56,73,87,92
STU03077,Riya Kabir,20,Bangalore,80,100,16,8,19,0
STU03078,Riya Ananya,20,Chennai,2,22,75,33,43,8
STU03079,Kabir Aarav,21,Mumbai,79,82,17,33,70,36
STU03080,Neha Ananya,20,Mumbai,12,99,72,77,10,77
STU03081,Vikram Aarav,18,Mumbai,96,70,35,60,64,90
STU03082,Riya Riya,20,Bangalore,28,51,97,80,96,29
STU03083,Riya Ananya,19,Kolkata,56,83,15,61,71,39
STU03084,Vikram Aarav,19,Chennai,82,94,59,1,17,55
STU03085,Riya Kabir,22,Delhi,29,51,88,76,77,83
STU03086,Kabir Neha,21,Kolkata,41,13,97,63,4,30
STU03087,Ananya Neha,20,Chennai,41,32,17,33,11,44
STU03088,Riya Meera,19,Delhi,64,16,42,72,89,91
STU03089,Kabir Neha,19,Delhi,95,10,53,82,79,71
STU03090,Meera Ishaan,22,Hyderabad,100,31,32,50,18,18
STU03091,Aarav Meera,22,Mumbai,44,42,79,53,58,66
STU03092,Meera Ishaan,20,Mumbai,24,60,62,49,72,17
STU03093,Aarav Aarav,20,Hyderabad,65,28,51,90,58,68
STU03094,Ishaan Aarav,21,Hyderabad,61,86,8,35,91,8
STU03095,Neha Meera,21,Delhi,72,74,56,95,57,74
STU03096,Neha Ishaan,21,Delhi,62,32,56,98,33,93
STU03097,Riya Meera,19,Chennai,47,35,52,94,100,21
STU03098,Riya Kabir,22,Kolkata,70,2,96,6,100,8
STU03099,Meera Ananya,20,Chennai,9,52,39,47,91,30
STU03100,Aarav Ananya,19,Hyderabad,39,71,7,11,38,93
STU03101,Kabir Ishaan,18,Chennai,18,60,66,96,26,64
STU03102,Ishaan Ananya,22,Delhi,55,50,14,27,27,91
STU03103,Kabir Riya,20,Chennai,23,83,57,83,24,92
STU03104,Vikram Aarav,21,Mumbai,83,17,96,81,30,58
STU03105,Kabir Kabir,18,Chennai,54,13,85,0,30,4
STU03106,Kabir Ananya,20,Bangalore,3,30,89,76,36,34
STU03107,Kabir Riya,18,Mumbai,18,82,31,75,66,81
STU03108,Vikram Neha,18,Hyderabad,70,79,32,99,92,51
STU03109,Meera Vikram,20,Delhi,90,17,67,11,64,55
STU03110,Meera Aarav,20,Bangalore,81,88,62,40,34,71
STU03111,Kabir Neha,21,Hyderabad,2,21,88,39,53,72
STU03112,Meera Neha,22,Bangalore,51,78,2,2,7,48
STU03113,Kabir Kabir,22,Chennai,32,87,90,37,0,21
STU03114,Ananya Kabir,22,Bangalore,2,88,94,47,15,38
STU03115,Aarav Ananya,18,Chennai,2,64,46,55,69,54
STU03116,Neha Vikram,22,Bangalore,64,79,62,47,31,53
STU03117,Meera Vikram,20,Chennai,55,68,77,88,72,25
STU03118,Meera Kabir,21,Mumbai,9,92,60,4,52,24
STU03119,Meera Aarav,20,Chennai,33,24,2,18,60,100
STU03120,Aarav Meera,18,Bangalore,82,98,5,17,71,96
STU03121,Ishaan Riya,20,Mumbai,37,45,70,29,41,55
STU03122,Aarav Riya,21,Chennai,79,67,12,19,15,36
STU03123,Aarav Ishaan,20,Chennai,88,78,56,63,41,32
STU03124,Ishaan Ananya,22,Hyderabad,70,43,8,44,54,68
STU03125,Kabir Neha,18,Hyderabad,77,29,84,1,55,37
STU03126,Kabir Vikram,19,Chennai,56,86,24,94,5,47
STU03127,Meera Aarav,20,Chennai,77,70,20,53,49,44
STU03128,Vikram Meera,19,Kolkata,68,54,41,17,44,20
STU03129,Riya Meera,20,Hyderabad,69,88,78,55,13,80
STU03130,Aarav Vikram,20,Hyderabad,8,90,60,29,56,40
STU03131,Aarav Ananya,21,Delhi,54,66,15,67,74,15
STU03132,Ishaan Meera,19,Mumbai,88,90,59,24,67,79
STU03133,Kabir Neha,21,Hyderabad,31,12,6,27,64,9
STU03134,Ishaan Neha,20,Bangalore,63,81,18,12,19,82
STU03135,Ishaan Meera,20,Mumbai,42,91,61,92,82,4
STU03136,Kabir Riya,21,Kolkata,70,65,12,13,3,49
STU03137,Aarav Meera,18,Delhi,31,60,29,39,67,53
STU03138,Ishaan Meera,20,Mumbai,25,3,59,3,48,93
STU03139,Vikram Aarav,19,Delhi,2,22,15,47,91,44
STU03140,Kabir Neha,19,Delhi,72,9,9,63,75,19
STU03141,Kabir Neha,22,Hyderabad,18,31,71,43,11,67
STU03142,Ishaan Ananya,22,Kolkata,94,14,54,8,57,99
STU03143,Meera Aarav,19,Hyderabad,48,63,73,61,32,82
STU03144,Neha Riya,18,Chennai,28,85,30,82,9,69
STU03145,Riya Riya,22,Chennai,54,5,66,40,56,37
STU03146,Neha Aarav,21,Kolkata,7,88,76,4,27,84
STU03147,Riya Aarav,22,Mumbai,23,96,7,67,25,96
STU03148,Aarav Riya,19,Delhi,8,5,53,78,96,72
STU03149,Ananya Kabir,19,Mumbai,94,93,45,51,43,3
STU03150,Neha Kabir,21,Bangalore,78,33,39,60,81,47
STU03151,Riya Vikram,22,Mumbai,8,19,23,74,65,44
STU03152,Riya Neha,18,Delhi,31,35,31,67,62,20
STU03153,Ishaan Riya,21,Chennai,9,70,46,99,28,43
STU03154,Neha Ishaan,21,Chennai,88,51,78,25,2,12
STU03155,Aarav Meera,22,Hyderabad,70,76,67,52,91,63
STU03156,Kabir Ananya,18,Delhi,17,79,60,64,41,54
STU03157,Ananya Meera,20,Hyderabad,26,56,81,26,30,53
STU03158,Neha Riya,19,Chennai,90,92,25,14,0,73
STU03159,Kabir Vikram,21,Mumbai,14,47,14,5,38,52
STU03160,Kabir Kabir,18,Mumbai,0,13,10,26,19,19
STU03161,Vikram Ananya,20,Kolkata,84,73,45,0,15,57
STU03162,Aarav Ananya,21,Delhi,6,9,82,80,36,6
STU03163,Ishaan Meera,18,Delhi,62,56,53,97,51,22
STU03164,Aarav Riya,22,Hyderabad,80,40,42,55,63,23
